name;ul_x;ul_y;ll_x;ll_y;lr_x;lr_y;ur_x;ur_y
columnsep;368;0;691;3069;1073;3069;1027;0
header;174;97;174;132;1797;132;1797;97
A;852;44;852;44;852;44;852;44
C;981;329;981;356;1001;356;1001;329
A;485;432;485;436;518;436;518;432
A;612;480;612;491;617;491;617;480
A;673;515;673;519;677;519;677;515
A;732;1060;732;1060;733;1060;733;1060
D;749;1159;749;1239;801;1239;801;1159
A;813;1161;813;1240;871;1240;871;1161
B;884;1164;884;1240;940;1240;940;1164
A;570;1276;570;1276;570;1276;570;1276
A;719;1307;719;1364;759;1364;759;1307
C;670;1308;670;1364;709;1364;709;1308
D;1010;1424;1010;1470;1048;1470;1048;1424
B;882;1427;882;1471;915;1471;915;1427
B;925;1428;925;1471;956;1471;956;1428
A;855;2038;855;2038;857;2038;857;2038
A;907;2114;907;2115;909;2115;909;2114
A;995;2447;995;2472;1013;2472;1013;2447
A;998;2925;998;2930;1001;2930;1001;2925
